ObjectType,LookInfoKey,ObjectName,IsVariation,BaseObejctName,VariationFrom,Desc,Mesh,Material,Animset,PhysicAsset,ActionObject,PartsMesh_1,PartsMesh_2,PartsMesh_3,ParticleSystem
MN,EFDLChar_MN_RPBT_00.MN_RPBT_00,MN_RPBT_00,False,MN_RPBT_00,MN_RPBT_00,푸름,MN_RPBT_00.Mesh.MN_RPBT_00_SK,,MN_RPBT_00.Ani.MN_RPBT_00_Ani,MN_RPBT_00.Ani.MN_RPBT_00_Physics,,,,,
MN,EFDLChar_MN_RPBT_00-1.MN_RPBT_00-1,MN_RPBT_00-1,True,MN_RPBT_00,MN_RPBT_00,미쳐버린 전사 푸름,MN_RPBT_00.Mesh.MN_RPBT_00_SK,MN_RPBT_00-1.Mat.MN_RPBT_00-1_MI,MN_RPBT_00.Ani.MN_RPBT_00_Ani,MN_RPBT_00.Ani.MN_RPBT_00_Physics,,,,,
MN,EFDLChar_MN_RPBT_00-2.MN_RPBT_00-2,MN_RPBT_00-2,True,MN_RPBT_00,MN_RPBT_00,미쳐버린 마법사 푸름,MN_RPBT_00.Mesh.MN_RPBT_00_SK,MN_RPBT_00-2.Mat.MN_RPBT_00-2_MI,MN_RPBT_00-2.Ani.MN_RPBT_00-2_Ani,MN_RPBT_00.Ani.MN_RPBT_00_Physics,,,,,
MN,EFDLChar_MN_RPCC_00.MN_RPCC_00,MN_RPCC_00,False,MN_RPCC_00,MN_RPCC_00,크랙크릭,MN_RPCC_00.Mesh.MN_RPCC_00_SK,,MN_RPCC_00.Ani.MN_RPCC_00_Ani,MN_RPCC_00.Ani.MN_RPCC_00_Physics,,,,,
MN,EFDLChar_MN_RPDM_00.MN_RPDM_00,MN_RPDM_00,False,MN_RPDM_00,MN_RPDM_00,두라멘,MN_RPDM_00.Mesh.MN_RPDM_00_SK,,MN_RPDM_00.Ani.MN_RPDM_00_Ani,MN_RPDM_00.Ani.MN_RPDM_00_Physics,,,,,FX_MN_03.Par_G_RPDM_default_01
MN,EFDLChar_MN_RPDM_01.MN_RPDM_01,MN_RPDM_01,True,MN_RPDM_00,MN_RPDM_01,거대게,MN_RPDM_01.Mesh.MN_RPDM_01_SK,,MN_RPDM_01.Ani.MN_RPDM_01_Ani,MN_RPDM_01.Ani.MN_RPDM_01_Physics,,,,,
MN,EFDLChar_MN_RPDM_01-1.MN_RPDM_01-1,MN_RPDM_01-1,True,MN_RPDM_00,MN_RPDM_01,거대게_검은돌 거대게,MN_RPDM_01.Mesh.MN_RPDM_01_SK,MN_RPDM_01-1.Mat.MN_RPDM_01-1_MI,MN_RPDM_01.Ani.MN_RPDM_01_Ani,MN_RPDM_01.Ani.MN_RPDM_01_Physics,,,,,
MN,EFDLChar_MN_RPDM_01-2.MN_RPDM_01-2,MN_RPDM_01-2,True,MN_RPDM_00,MN_RPDM_01,거대게_검은바위크록,MN_RPDM_01.Mesh.MN_RPDM_01_SK,MN_RPDM_01-2.Mat.MN_RPDM_01-2_MI,MN_RPDM_01.Ani.MN_RPDM_01_Ani,MN_RPDM_01.Ani.MN_RPDM_01_Physics,,,,,
MN,EFDLChar_MN_RPFH_00.MN_RPFH_00,MN_RPFH_00,False,MN_RPFH_00,MN_RPFH_00,숲 소라게,MN_RPFH_00.Mesh.MN_RPFH_00_SK,MN_RPFH_00.Mat.MN_RPFH_00_MI,MN_RPFH_00.Ani.MN_RPFH_00_Ani,MN_RPFH_00.Ani.MN_RPFH_00_Physics,,,,,
MN,EFDLChar_MN_RPFH_00-1.MN_RPFH_00-1,MN_RPFH_00-1,True,MN_RPFH_00,MN_RPFH_00,오염된 숲 소라게,MN_RPFH_00.Mesh.MN_RPFH_00_SK,MN_RPFH_00-1.Mat.MN_RPFH_00-1_MI,MN_RPFH_00.Ani.MN_RPFH_00_Ani,MN_RPFH_00.Ani.MN_RPFH_00_Physics,,,,,
MN,EFDLChar_MN_RPGO_00.MN_RPGO_00,MN_RPGO_00,False,MN_RPGO_00,MN_RPGO_00,게로드,MN_RPGO_00.Mesh.MN_RPGO_00_SK,,mn_rpgo_00.Ani.MN_RPGO_00_Ani,mn_rpgo_00.Ani.MN_RPGO_00_Physics,,,,,
,EFDLChar_MN_RPGO_00.MN_RPGO_00._,_,False,,,게로드,MN_RPGO_00.Mesh.MN_RPGO_00_SK,,,,,,,,
MN,EFDLChar_MN_RPJE_00.MN_RPJE_00,MN_RPJE_00,False,MN_RPJE_00,MN_RPJE_00,젤루스에마,MN_RPJE_00.Mesh.MN_RPJE_00_SK,,MN_RPJE_00.Ani.MN_RPJE_00_Ani,MN_RPJE_00.Ani.MN_RPJE_00_Physics,,,,,
MN,EFDLChar_MN_RPKR_00.MN_RPKR_00,MN_RPKR_00,False,MN_RPKR_00,MN_RPKR_00,킬리,MN_RPKR_00.Mesh.MN_RPKR_00_SK,,MN_RPKR_00.Ani.MN_RPKR_00_Ani,MN_RPKR_00.Mesh.MN_RPKR_00_Physics,,,,,
MN,EFDLChar_MN_RPPC_00.MN_RPPC_00,MN_RPPC_00,False,MN_RPPC_00,MN_RPPC_00,호박당원 갈퀴 ,MN_RPPC_00.Mesh.MN_RPPC_00_SK,,MN_RPPC_00.Ani.MN_RPPC_00_Ani,MN_RPPC_00.Mesh.MN_RPPC_00_Physics,,WP_MN_RPPC_00.Mesh.WP_MN_RPPC_00_SK,,,
MN,EFDLChar_MN_RPPC_01.MN_RPPC_01,MN_RPPC_01,True,MN_RPPC_00,MN_RPPC_01,호박당원 곡괭이,MN_RPPC_00.Mesh.MN_RPPC_00_SK,,MN_RPPC_01.Ani.MN_RPPC_01_Ani,MN_RPPC_00.Mesh.MN_RPPC_00_Physics,,WP_MN_RPPC_01.Mesh.WP_MN_RPPC_01_SK,,,
MN,EFDLChar_MN_RPPC_02.MN_RPPC_02,MN_RPPC_02,True,MN_RPPC_00,MN_RPPC_02,호박당원 몽둥이,MN_RPPC_00.Mesh.MN_RPPC_00_SK,,MN_RPPC_02.Ani.MN_RPPC_02_Ani,MN_RPPC_00.Mesh.MN_RPPC_00_Physics,,WP_NP_RABD_00.Mesh.WP_NP_RABD_00_SK,,,
MN,EFDLChar_MN_RPPK_00.MN_RPPK_00,MN_RPPK_00,False,MN_RPPK_00,MN_RPPK_00,호박당원 쌍수 도끼,MN_RPPK_00.Mesh.MN_RPPK_00_SK,,MN_RPPK_00.Ani.MN_RPPK_00_Ani,MN_RPPK_00.Ani.MN_RPPK_00_Physics,,MN_RPPK_00.Mesh.WP_RPPK_00_SK,MN_RPPK_00.Mesh.WP_RPPK_00_SK,,
MN,EFDLChar_MN_RPPK_01.MN_RPPK_01,MN_RPPK_01,True,MN_RPPK_00,MN_RPPK_01,호박당원 쌍수 망치,MN_RPPK_00.Mesh.MN_RPPK_00_SK,MN_RPPK_01.Mat.MN_RPPK_01_MI,MN_RPPK_00.Ani.MN_RPPK_00_Ani,MN_RPPK_00.Ani.MN_RPPK_00_Physics,,MN_RPPK_01.Mesh.WP_RPPK_01_SK,MN_RPPK_01.Mesh.WP_RPPK_01_SK,,
MN,EFDLChar_MN_RPPK_02.MN_RPPK_02,MN_RPPK_02,True,MN_RPPK_00,MN_RPPK_02,호박당원 쌍수 식칼,MN_RPPK_00.Mesh.MN_RPPK_00_SK,mn_rppk_02.Mat.MN_RPPK_02_MI,MN_RPPK_00.Ani.MN_RPPK_00_Ani,MN_RPPK_00.Ani.MN_RPPK_00_Physics,,MN_RPPK_02.Mesh.WP_RPPK_02_SK,MN_RPPK_02.Mesh.WP_RPPK_02_SK,,
MN,EFDLChar_MN_RPPM_00.MN_RPPM_00,MN_RPPM_00,False,MN_RPPM_00,MN_RPPM_00,파메스,MN_RPPM_00.Mesh.MN_RPPM_00_SK,,MN_RPPM_00.Ani.MN_RPPM_00_Ani,MN_RPPM_00.Mesh.MN_RPPM_00_Physics,,,,,
MN,EFDLChar_MN_RPPY_00.MN_RPPY_00,MN_RPPY_00,False,MN_RPPY_00,MN_RPPY_00,피요크,MN_RPPY_00.Mesh.MN_RPPY_00_SK,,MN_RPPY_00.Ani.MN_RPPY_00_Ani,MN_RPPY_00.Mesh.MN_RPPY_00_Physics,,,,,
MN,EFDLChar_MN_RPPZ_00.MN_RPPZ_00,MN_RPPZ_00,False,MN_RPPZ_00,MN_RPPZ_00,페로와말렌,MN_RPPZ_00.Mesh.MN_RPPZ_00_SK,,MN_RPPZ_00.Ani.MN_RPPZ_00_Ani,MN_RPPZ_00.Mesh.MN_RPPZ_00_Physics,,WP_MN_RPPZ_00.Mesh.WP_MN_RPPZ_00_SK,,,
MN,EFDLChar_MN_RPRG_00.MN_RPRG_00,MN_RPRG_00,False,MN_RPRG_00,MN_RPRG_00,링고르,MN_RPRG_00.Mesh.MN_RPRG_00_SK,MN_RPRG_00.Mat.MN_RPRG_00_MI,MN_RPRG_00.Ani.MN_RPRG_00_Ani,MN_RPRG_00.Ani.MN_RPRG_00_Physics,,,,,
MN,EFDLChar_MN_RPRR_00.MN_RPRR_00,MN_RPRR_00,False,MN_RPRR_00,MN_RPRR_00,로블롬,MN_RPRR_00.Mesh.MN_RPRR_00_SK,,,,,,,,
MN,EFDLChar_MN_RPRR_00-1.MN_RPRR_00-1,MN_RPRR_00-1,True,MN_RPRR_00,MN_RPRR_00,로블롬 촉수,MN_RPRR_00.Mesh.MN_RPRR_00-1_SK,,,,,,,,
MN,EFDLChar_MN_RPRS_00.MN_RPRS_00,MN_RPRS_00,False,MN_RPRS_00,MN_RPRS_00,릭투스,MN_RPRS_00.Mesh.MN_RPRS_00_SK,,MN_RPRS_00.Ani.MN_RPRS_00_Ani,MN_RPRS_00.Ani.MN_RPRS_00_Physics,,,,,
MN,EFDLChar_MN_RPRT_00.MN_RPRT_00,MN_RPRT_00,False,MN_RPRT_00,MN_RPRT_00,레플레티오,MN_RPRT_00.Mesh.MN_RPRT_00_SK,,MN_RPRT_00.Ani.MN_RPRT_00_Ani,MN_RPRT_00.Ani.MN_RPRT_00_Physics,,,,,
MN,EFDLChar_MN_RPTF_00.MN_RPTF_00,MN_RPTF_00,False,MN_RPTF_00,MN_RPTF_00,뒤틀린열매A,MN_RPTF_00.Mesh.MN_RPTF_00_SK,,MN_RPTF_00.Ani.MN_RPTF_00_Ani,MN_RPTF_00.Mesh.MN_RPTF_00_Physics,,,,,
MN,EFDLChar_MN_RPTF_00-1.MN_RPTF_00-1,MN_RPTF_00-1,True,MN_RPTF_00,MN_RPTF_00,뒤틀린열매B,MN_RPTF_00.Mesh.MN_RPTF_00_SK,MN_RPTF_00-1.Mat.MN_RPTF_00-1_MI,MN_RPTF_00.Ani.MN_RPTF_00_Ani,MN_RPTF_00.Mesh.MN_RPTF_00_Physics,,,,,
MN,EFDLChar_MN_RPTF_00-2.MN_RPTF_00-2,MN_RPTF_00-2,True,MN_RPTF_00,MN_RPTF_00,뒤틀린열매C,MN_RPTF_00.Mesh.MN_RPTF_00_SK,mn_rptf_00-2.Mat.MN_RPTF_00-2_MI,MN_RPTF_00.Ani.MN_RPTF_00_Ani,MN_RPTF_00.Mesh.MN_RPTF_00_Physics,,,,,
MN,EFDLChar_MN_RPTL_00.MN_RPTL_00,MN_RPTL_00,False,MN_RPTL_00,MN_RPTL_00,트릴,MN_RPTL_00.Mesh.MN_RPTL_00_SK,MN_RPTL_00.Mat.MN_RPTL_00_MI,MN_RPTL_00.Ani.MN_RPTL_00_Ani,MN_RPTL_00.Mesh.MN_RPTL_00_Physics,,,,,
MN,EFDLChar_MN_RPTT_00.MN_RPTT_00,MN_RPTT_00,False,MN_RPTT_00,MN_RPTT_00,딱총따개비,MN_RPTT_00.Mesh.MN_RPTT_00_SK,,MN_RPTT_00.Ani.MN_RPTT_00_Ani,MN_RPTT_00.Ani.MN_RPTT_00_Physics,,,,,
MN,EFDLChar_MN_RPTW_00.MN_RPTW_00,MN_RPTW_00,False,MN_RPTW_00,MN_RPTW_00,천둥날개,MN_RPTW_00.Mesh.MN_RPTW_00_SK,,MN_RPTW_00.Ani.MN_RPTW_00_Ani,MN_RPTW_00.Mesh.MN_RPTW_00_Physics,,,,,
MN,EFDLChar_MN_RPWD_00.MN_RPWD_00,MN_RPWD_00,False,MN_RPWD_00,MN_RPWD_00,경비병마법사,MN_RPWD_00.Mesh.MN_RPWD_00_SK,MN_RPWD_00.Mat.MN_RPWD_00_MI,MN_RPWD_00.Ani.MN_RPWD_00_Ani,MN_RPWD_00.Mesh.MN_RPWD_00_Physics,,WP_NP_LPAM_00.Mesh.WP_NP_LPAM_00_SK,,,
MN,EFDLChar_MN_RPWD_00-1.MN_RPWD_00-1,MN_RPWD_00-1,True,MN_RPWD_00,MN_RPWD_00,경비병마법사-1, 경비병사제,MN_RPWD_00.Mesh.MN_RPWD_00_SK,mn_rpwd_00-1.Mat.MN_RPWD_01_MI,MN_RPWD_00.Ani.MN_RPWD_00_Ani,MN_RPWD_00.Mesh.MN_RPWD_00_Physics,,WP_NP_LPAM_00.Mesh.WP_NP_LPAM_00_SK,,,
MN,EFDLChar_MN_RPWD_00-2.MN_RPWD_00-2,MN_RPWD_00-2,True,MN_RPWD_00,MN_RPWD_00,섭정의병사(마법사) 경비병마법사-2 ,MN_RPWD_00.Mesh.MN_RPWD_00_SK,mn_rpwd_00-2.Mat.MN_RPWD_02_MI,MN_RPWD_00.Ani.MN_RPWD_00_Ani,MN_RPWD_00.Mesh.MN_RPWD_00_Physics,,WP_NP_LPAM_00.Mesh.WP_NP_LPAM_00_SK,,,
MN,EFDLChar_MN_RPWD_00-3.MN_RPWD_00-3,MN_RPWD_00-3,True,MN_RPWD_00,MN_RPWD_00,섭정의병사(사제) 경비병마법사-3,MN_RPWD_00.Mesh.MN_RPWD_00_SK,mn_rpwd_00-3.Mat.MN_RPWD_03_MI,MN_RPWD_00.Ani.MN_RPWD_00_Ani,MN_RPWD_00.Mesh.MN_RPWD_00_Physics,,WP_NP_LPAM_00.Mesh.WP_NP_LPAM_00_SK,,,
MN,EFDLChar_MN_RPWD_00-4.MN_RPWD_00-4,MN_RPWD_00-4,True,MN_RPWD_00,MN_RPWD_00,마기에 휩싸인 병사(마법사),MN_RPWD_00.Mesh.MN_RPWD_00_SK,mn_rpwd_00-4.Mat.MN_RPWD_00-4_MI,MN_RPWD_00.Ani.MN_RPWD_00_Ani,MN_RPWD_00.Mesh.MN_RPWD_00_Physics,,WP_NP_LPAM_00.Mesh.WP_NP_LPAM_00_SK,,,FX_CM_00.Aura.Par_MP_EvilAura_01
MN,EFDLChar_MN_RPWD_00-5.MN_RPWD_00-5,MN_RPWD_00-5,True,MN_RPWD_00,MN_RPWD_00,마기에 휩싸인 병사(사제),MN_RPWD_00.Mesh.MN_RPWD_00_SK,mn_rpwd_00-5.Mat.MN_RPWD_05_MI,MN_RPWD_00.Ani.MN_RPWD_00_Ani,MN_RPWD_00.Mesh.MN_RPWD_00_Physics,,WP_NP_LPAM_00.Mesh.WP_NP_LPAM_00_SK,,,FX_CM_00.Aura.Par_MP_EvilAura_01
MN,EFDLChar_MN_RPWG_00.MN_RPWG_00,MN_RPWG_00,False,MN_RPWG_00,MN_RPWG_00,물 회오리 정령,MN_RPWG_00.Mesh.MN_RPWG_00_SK,,MN_RPWG_00.Ani.MN_RPWG_00_Ani,MN_RPWG_00.Ani.MN_RPWG_00_Physics,,,,,fx_mn_01.Par_D_RPWG_df01_01
MN,EFDLChar_MN_RPWG_00-1.MN_RPWG_00-1,MN_RPWG_00-1,True,MN_RPWG_00,MN_RPWG_00,지배당한  물 회오리 정령,MN_RPWG_00.Mesh.MN_RPWG_00_SK,MN_RPWG_00-1.Mat.MN_RPWG_00-1_MI,MN_RPWG_00.Ani.MN_RPWG_00_Ani,MN_RPWG_00.Ani.MN_RPWG_00_Physics,,,,,fx_mn_01.Par_D_RPWG_df02_01
MN,EFDLChar_MN_RPWL_00.MN_RPWL_00,MN_RPWL_00,False,MN_RPWL_00,MN_RPWL_00,윌리윌리,MN_RPWL_00.Mesh.MN_RPWL_00_SK,,MN_RPWL_00.Ani.MN_RPWL_00_Ani,MN_RPWL_00.Mesh.MN_RPWL_00_Physics,,WP_MN_RPWL_00.Mesh.WP_MN_RPWL_00_SK,,,FX_MN_04.Par_J_RPWL_Aura_01
MN,EFDLChar_MN_SCBD_00.MN_SCBD_00,MN_SCBD_00,False,MN_SCBD_00,MN_SCBD_00,벤덴,MN_SCBD_00.Mesh.MN_SCBD_00_SK,,MN_SCBD_00.Ani.MN_SCBD_00_Ani,MN_SCBD_00.Ani.MN_SCBD_00_Physics,,,,,FX_MN_03.Par_H_AHPI_Aura_02
MN,EFDLChar_MN_SCBD_00-1.MN_SCBD_00-1,MN_SCBD_00-1,True,MN_SCBD_00,MN_SCBD_00,하수인 벤덴,MN_SCBD_00.Mesh.MN_SCBD_00_SK,mn_scbd_00-1.Mat.MN_SCBD_00-1_MI,MN_SCBD_00.Ani.MN_SCBD_00_Ani,MN_SCBD_00.Ani.MN_SCBD_00_Physics,,,,,FX_MN_03.Par_H_AHPI_Aura_02
MN,EFDLChar_MN_SCCW_00.MN_SCCW_00,MN_SCCW_00,False,MN_SCCW_00,MN_SCCW_00,변이 된 웜,MN_SCCW_00.Mesh.MN_SCCW_00_SK,,MN_SCCW_00.Ani.MN_SCCW_00_Ani,MN_SCCW_00.Ani.MN_SCCW_00_Physics,,,,,
MN,EFDLChar_MN_SCJM_00.MN_SCJM_00,MN_SCJM_00,False,MN_SCJM_00,MN_SCJM_00,역병점액괴물 변이체,MN_SCJM_00.Mesh.MN_SCJM_00_SK,,MN_SCJM_00.Ani.MN_SCJM_00_Ani,MN_SCJM_00.Ani.MN_SCJM_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01_1
,EFDLChar_MN_SCMS.MN_SCMS,MN_SCMS,False,,,무쿠스,MN_SCMS.Mesh.MN_SCMS_SK,,,,,,,,
MN,EFDLChar_MN_SCMS_00.MN_SCMS_00,MN_SCMS_00,False,MN_SCMS_00,MN_SCMS_00,무쿠스,MN_SCMS_00.Mesh.MN_SCMS_00_SK,,MN_SCMS_00.Ani.MN_SCMS_00_Ani,MN_SCMS_00.Ani.MN_SCMS_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01
MN,EFDLChar_MN_SCMS_00-1.MN_SCMS_00-1,MN_SCMS_00-1,True,MN_SCMS_00,MN_SCMS_00,무쿠스-1 거대한 부산물 덩어리,MN_SCMS_00.Mesh.MN_SCMS_00_SK,MN_SCMS_00-1.Mat.MN_SCMS_00-1_MI,MN_SCMS_00.Ani.MN_SCMS_00_Ani,MN_SCMS_00.Ani.MN_SCMS_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01
MN,EFDLChar_MN_SCMS_00-2.MN_SCMS_00-2,MN_SCMS_00-2,True,MN_SCMS_00,MN_SCMS_00,점액악마 무쿠스,MN_SCMS_00.Mesh.MN_SCMS_00_SK,mn_scms_00-2.Mat.MN_SCMS_00-2_MI,MN_SCMS_00.Ani.MN_SCMS_00_Ani,MN_SCMS_00.Ani.MN_SCMS_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01
MN,EFDLChar_MN_SCWP_00.MN_SCWP_00,MN_SCWP_00,False,MN_SCWP_00,MN_SCWP_00,강화형 웜주먹,MN_SCWP_00.Mesh.MN_SCWP_00_SK,,MN_SCWP_00.Ani.MN_SCWP_00_Ani,MN_SCWP_00.Ani.MN_SCWP_00_Physics,,,,,
MN,EFDLChar_MN_SCWP_00-1.MN_SCWP_00-1,MN_SCWP_00-1,True,MN_SCWP_00,MN_SCWP_00,웜주먹,MN_SCWP_00.Mesh.MN_SCWP_00_SK,mn_scwp_00-1.Mat.MN_SCWP_00-1_MI,MN_SCWP_00.Ani.MN_SCWP_00_Ani,MN_SCWP_00.Ani.MN_SCWP_00_Physics,,,,,
MN,EFDLChar_MN_SDJM_00.MN_SDJM_00,MN_SDJM_00,False,MN_SDJM_00,MN_SDJM_00,점액괴물,MN_SDJM_00.Mesh.MN_SDJM_00_SK,,MN_SDJM_00.Ani.MN_SDJM_00_Ani,MN_SDJM_00.Ani.MN_SDJM_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01_1
MN,EFDLChar_MN_SDJM_00-1.MN_SDJM_00-1,MN_SDJM_00-1,True,MN_SDJM_00,MN_SDJM_00,역병점액괴물,MN_SDJM_00.Mesh.MN_SDJM_00_SK,MN_SDJM_00-1.Mat.MN_SDJM_00-1_MI,MN_SDJM_00.Ani.MN_SDJM_00_Ani,MN_SDJM_00.Ani.MN_SDJM_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01_1
MN,EFDLChar_MN_SDJM_00-2.MN_SDJM_00-2,MN_SDJM_00-2,True,MN_SDJM_00,MN_SDJM_00,뼈다귀 점액괴물,MN_SDJM_00.Mesh.MN_SDJM_00_SK,MN_SDJM_00-2.Mat.MN_SDJM_00-2_MI,MN_SDJM_00.Ani.MN_SDJM_00_Ani,MN_SDJM_00.Ani.MN_SDJM_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01_1
MN,EFDLChar_MN_SDJM_00-3.MN_SDJM_00-3,MN_SDJM_00-3,True,MN_SDJM_00,MN_SDJM_00,점액괴물-3 부산물 덩어리,MN_SDJM_00.Mesh.MN_SDJM_00_SK,mn_sdjm_00-3.Mat.MN_SDJM_00-3_MI,MN_SDJM_00.Ani.MN_SDJM_00_Ani,MN_SDJM_00.Ani.MN_SDJM_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01_1
MN,EFDLChar_MN_SDJM_00-4.MN_SDJM_00-4,MN_SDJM_00-4,True,MN_SDJM_00,MN_SDJM_00,점액괴물-4 점액질 폭탄,MN_SDJM_00.Mesh.MN_SDJM_00_SK,MN_SDJM_00-4.Mat.MN_SDJM_00-4_MI,MN_SDJM_00.Ani.MN_SDJM_00_Ani,MN_SDJM_00.Ani.MN_SDJM_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01_1
MN,EFDLChar_MN_SDJM_00-5.MN_SDJM_00-5,MN_SDJM_00-5,True,MN_SDJM_00,MN_SDJM_00,점액괴물-5 점액질 폭탄-1,MN_SDJM_00.Mesh.MN_SDJM_00_SK,MN_SDJM_00-5.Mat.MN_SDJM_00-5_MI,MN_SDJM_00.Ani.MN_SDJM_00_Ani,MN_SDJM_00.Ani.MN_SDJM_00_Physics,,,,,fx_mn_02.Par_E_SCMS_UnderWater_01_1
MN,EFDLChar_MN_SDMK_00.MN_SDMK_00,MN_SDMK_00,False,MN_SDMK_00,MN_SDMK_00,뭉카,MN_SDMK_00.Mesh.MN_SDMK_00_SK,,MN_SDMK_00.Ani.MN_SDMK_00_Ani,MN_SDMK_00.Ani.MN_SDMK_00_Physics,,,,,
MN,EFDLChar_MN_SDPW_00.MN_SDPW_00,MN_SDPW_00,False,MN_SDPW_00,MN_SDPW_00,오염된 윙가,MN_SDPW_00.Mesh.MN_SDPW_00_SK,MN_SDPW_00.Mat.MN_SDPW_00_MI,MN_SDPW_00.Ani.MN_SDPW_00_Ani,MN_SDPW_00.Ani.MN_SDPW_00_Physics,,,,,
MN,EFDLChar_MN_SDPW_00-1.MN_SDPW_00-1,MN_SDPW_00-1,True,MN_SDPW_00,MN_SDPW_00,오염된 윙가 베리 1,MN_SDPW_00.Mesh.MN_SDPW_00_SK,MN_SDPW_00-1.Mat.MN_SDPW_00-1_MI,MN_SDPW_00.Ani.MN_SDPW_00_Ani,MN_SDPW_00.Ani.MN_SDPW_00_Physics,,,,,
MN,EFDLChar_MN_SDPW_00-2.MN_SDPW_00-2,MN_SDPW_00-2,True,MN_SDPW_00,MN_SDPW_00,오염된 윙가 베리 2,MN_SDPW_00.Mesh.MN_SDPW_00_SK,MN_SDPW_00-2.Mat.MN_SDPW_00-2_MI,MN_SDPW_00.Ani.MN_SDPW_00_Ani,MN_SDPW_00.Ani.MN_SDPW_00_Physics,,,,,
MN,EFDLChar_MN_SDPW_00-3.MN_SDPW_00-3,MN_SDPW_00-3,True,MN_SDPW_00,MN_SDPW_00,오염된 윙가 베리 3,MN_SDPW_00.Mesh.MN_SDPW_00_SK,MN_SDPW_00-3.Mat.MN_SDPW_00-3_MI,MN_SDPW_00.Ani.MN_SDPW_00_Ani,MN_SDPW_00.Ani.MN_SDPW_00_Physics,,,,,
MN,EFDLChar_MN_SDSB_00.MN_SDSB_00,MN_SDSB_00,False,MN_SDSB_00,MN_SDSB_00,소금벌레,MN_SDSB_00.Mesh.MN_SDSB_00_SK,,MN_SDSB_00.Ani.MN_SDSB_00_Ani,MN_SDSB_00.Ani.MN_SDSB_00_Physics,,,,,
MN,EFDLChar_MN_SDSG_00.MN_SDSG_00,MN_SDSG_00,False,MN_SDSG_00,MN_SDSG_00,소금거인,MN_SDSG_00.Mesh.MN_SDSG_00_SK,,MN_SDSG_00.Ani.MN_SDSG_00_Ani,MN_SDSG_00.Mesh.MN_SDSG_00_SK_Physics,,,,,FX_MN_04.Par_I_SDSG_Default_01
MN,EFDLChar_MN_SHET_00.MN_SHET_00,MN_SHET_00,False,MN_SHET_00,MN_SHET_00,불타는 예가티,MN_SHET_00.Mesh.MN_SHET_00_SK,,MN_RAET_00.Ani.MN_RAET_00_Ani,MN_RAET_00.Ani.MN_RAET_00_Physics,,,,,FX_CM_02.LensFlare.Par_E_LensFlare_06
MN,EFDLChar_MN_SHGT_00.MN_SHGT_00,MN_SHGT_00,False,MN_SHGT_00,MN_SHGT_00,듀라이크 등장시 게이트,ITR_00.Mesh.ITR_Box256_SK,,ITR_00.Ani.ITR_Box_SK_Ani,ITR_00.Ani.ITR_Box256_SK_Physics,,,,,BFX_Low_03.Portal.Par_C_GateNPC_L_001
MN,EFDLChar_MN_SHHD_00.MN_SHHD_00,MN_SHHD_00,False,MN_SHHD_00,MN_SHHD_00,노예 추적견,MN_SHHD_00.Mesh.MN_SHHD_00_sk,,MN_CVMW_00.Ani.mn_cvmw_00_Ani,MN_CVMW_00.Ani.MN_CVMW_00_Physics,,,,,
MN,EFDLChar_MN_SHSG_00.MN_SHSG_00,MN_SHSG_00,False,MN_SHSG_00,MN_SHSG_00,얼어붙은 망자 여,MN_SHSG_00.Mesh.MN_SHSG_00_SK,,MN_SHSG_00.Ani.MN_SHSG_00_Ani,MN_SHSG_00.Mesh.MN_SHSG_00_Physics,,,,,
MN,EFDLChar_MN_SHSG_00-1.MN_SHSG_00-1,MN_SHSG_00-1,True,MN_SHSG_00,MN_SHSG_00,얼어붙은 망자 남,MN_SHSG_00.Mesh.MN_SHSG_00_SK,MN_SHSG_00-1.Mat.MN_SHSG_00-1_MI,MN_SHSG_00.Ani.MN_SHSG_00_Ani,MN_SHSG_00.Mesh.MN_SHSG_00_Physics,,,,,
MN,EFDLChar_MN_SHSH_00.MN_SHSH_00,MN_SHSH_00,False,MN_SHSH_00,MN_SHSH_00,노예 사냥꾼,MN_SHSH_00.Mesh.MN_SHSH_00_sk,,MN_SHSH_00.Ani.MN_SHSH_00_Ani,MN_SHSH_01.Ani.MN_SHSH_01_Physics,,MN_SHSH_00.Mesh.WP_MN_SHSH_00,,,
MN,EFDLChar_MN_SHSH_00-1.MN_SHSH_00-1,MN_SHSH_00-1,True,MN_SHSH_00,MN_SHSH_00,노예 매매상,MN_SHSH_00.Mesh.MN_SHSH_00_sk,MN_SHSH_00-1.Mat.MN_SHSH_00-1_MI,MN_SHSH_00-1.Ani.MN_SHSH_00-1_Ani,MN_SHSH_01.Ani.MN_SHSH_01_Physics,,MN_SHSH_00.Mesh.WP_MN_SHSH_00,,,
